,PET,VPD,air_temp,doy,precip,soil_temp,sw_in,wind_speed,year,wp_RNET,wp_ch4_gf,wp_co2_gf,wp_er,wp_gpp,wp_h,wp_le,wp_bnd1,wp_bnd2,wp_bnd3,wp_bnd7,wp_evi,wp_lswi2,wp_ndvi,wp_LST.day,wp_LST.night,LW_IN.wp,LW_IN.si,LW_IN
12,6.01,0.78945539274,19.2958333333,207,0.0,21.7708333333,23.9292,4.85416666667,2012,19.4724136783,1833.20351487,-69.7297627436,30.0758069849,-99.8055697285,2.24788305758,14.456041838,0.04025625,0.28813125,0.01708125,0.0667,0.4421125,0.62387917842,0.75445625,29.6278807888,17.2852804784,29.7567776096,25.3043102877,29.7567776096
13,5.93,0.655890074224,17.825,208,0.0,21.4666666667,24.1416,5.675,2012,19.5133784725,1821.33909247,-70.4072625587,29.0510415823,-99.4583041411,3.21298099049,12.4999899928,0.0400125,0.2905625,0.0172625,0.0669,0.447025,0.625384705506,0.7573125,29.5813287128,17.2805466517,28.8819728451,24.3547955516,28.8819728451
14,6.49,0.814489375157,19.2666666667,209,0.0,21.2041666667,27.5184,4.75416666667,2012,19.4399758175,1853.52281563,-71.9727945299,29.7311293473,-101.703923877,2.34252437603,14.6387156911,0.03976875,0.29299375,0.01744375,0.0671,0.4519375,0.626890232592,0.76016875,29.5530403844,17.2740492755,29.4092447788,24.6753112435,29.4092447788
15,6.83,0.953595871195,20.3791666667,210,0.0,21.325,28.422,3.78333333333,2012,19.2256204219,1848.63525211,-66.7405537854,31.121072032,-97.8616258174,1.35780562528,15.4366477676,0.039525,0.295425,0.017625,0.0673,0.45685,0.628395759678,0.763025,29.5430158038,17.2657883497,29.6560243565,24.9905546076,29.6560243565
16,6.7,1.08096613897,21.4666666667,211,0.0,21.475,28.4184,3.47916666667,2012,19.0767322915,1877.65619075,-67.3190397677,30.9937740666,-98.3128138343,1.38420956125,15.6316080363,0.03928125,0.29785625,0.01780625,0.0675,0.4617625,0.629901286763,0.76588125,29.5512549708,17.2557638745,29.9457263954,25.111793784,29.9457263954
17,6.65,1.40191486971,23.5416666667,212,0.0,21.7291666667,28.6956,2.05833333333,2012,19.7395479013,1611.08798442,-62.0434799549,28.3746459185,-90.4181258734,0.548144298192,16.058261588,0.0390375,0.3002875,0.0179875,0.0677,0.466675,0.631406813849,0.7687375,30.47,17.67,31.1257919661,26.0735378551,31.1257919661
18,6.97,1.4352828649,24.2041666667,213,0.0,22.1666666667,28.3356,2.40833333333,2012,19.3125182446,1781.52465528,-58.2075105694,29.5066485977,-87.7141591671,-0.0215400542797,17.0461727629,0.03879375,0.30271875,0.01816875,0.0679,0.4715875,0.632912340935,0.77159375,29.6103589143,17.2304242756,31.1549998559,26.0124468257,31.1549998559
19,6.99,1.3343299968,22.8125,214,0.0,22.1375,28.7964,2.64583333333,2012,19.0922277184,2210.61964689,-54.612742426,32.7087528595,-87.3214952855,-0.197129812248,16.65797948,0.03855,0.30515,0.01835,0.0681,0.4765,0.634417868021,0.77445,29.6368924235,17.2151091519,30.0604797451,24.6842235099,30.0604797451
20,6.88,1.36622419598,23.05,215,0.0,22.1,28.4076,2.6,2012,19.171193202,2455.07410019,-53.5186521624,31.6580404337,-85.1766925961,-0.0696143075011,16.2671946965,0.03830625,0.30758125,0.01853125,0.0683,0.4814125,0.635923395107,0.77730625,29.6573584131,17.1980304787,30.4706167619,25.2677920084,30.4706167619
21,6.85,0.995313101448,20.7083333333,216,0.0,22.0875,27.8028,4.07916666667,2012,18.2003886145,2561.2609447,-69.2379554725,33.6485903717,-102.886545844,0.981567033897,16.8241363051,0.0380625,0.3100125,0.0187125,0.0685,0.486325,0.637428922192,0.7801625,29.6717568832,17.179188256,30.1577115939,25.4492702509,30.1577115939
22,3.75,0.47111037067,17.0208333333,217,0.0,21.4833333333,15.318,5.04583333333,2012,11.1318058137,1769.4608848,-51.7780421561,31.5359908917,-83.3140330478,1.03080956574,7.75065741961,0.03781875,0.31244375,0.01889375,0.0687,0.4912375,0.638934449278,0.78301875,29.6800878336,17.1585824838,31.1525532141,29.1998453951,31.1525532141
23,6.24,0.631345887818,19.1416666667,218,0.0,21.0875,27.3816,5.48333333333,2012,18.8943508225,1619.34420056,-84.48371735,31.0729478854,-115.556665235,3.32593821224,13.0806237599,0.037575,0.314875,0.019075,0.0689,0.49615,0.640439976364,0.785875,29.6823512645,17.1362131622,30.2731869281,26.3482271817,30.2731869281
24,6.65,1.08806050812,21.3083333333,219,0.0,21.1666666667,28.152,4.1625,2012,18.5861274112,1670.08557155,-69.2567269196,31.0062783262,-100.263005246,0.709007270055,15.9057578322,0.03733125,0.31730625,0.01925625,0.0691,0.5010625,0.64194550345,0.78873125,29.6785471759,17.112080291,30.1270765935,25.3732734767,30.1270765935
25,7.43,1.33629093391,22.8958333333,220,0.0,21.4833333333,28.0296,3.875,2012,18.5742314109,1683.99302706,-63.364070824,32.6449387236,-96.0090095476,-1.07232490813,17.8541834456,0.0370875,0.3197375,0.0194375,0.0693,0.505975,0.643451030536,0.7915875,30.55,16.75,30.5857887892,25.7171509477,30.5857887892
26,6.99,1.6298505267,24.4916666667,221,0.0,21.6083333333,28.368,2.73333333333,2012,18.3916128252,1487.776839,-62.5829920724,28.5049068503,-91.0878989227,-0.675483059004,17.3273590434,0.03684375,0.32216875,0.01961875,0.0695,0.5108875,0.644956557621,0.79444375,29.6527364398,17.0585239001,30.8827338477,25.2978143272,30.8827338477
27,6.8,1.69626082389,25.4166666667,222,0.0,21.9291666667,27.81,2.1625,2012,18.4150554568,1538.13100859,-60.8002022623,26.9279905252,-87.7281927875,-0.863307522487,17.4236221523,0.0366,0.3246,0.0198,0.0697,0.5158,0.646462084707,0.7973,29.6307297924,17.0291003804,31.8243092288,26.3845657831,31.8243092288
28,7.04,1.76353351186,26.1125,223,0.0,22.2833333333,27.7956,2.52083333333,2012,18.3427364344,1509.96545184,-60.3598855313,27.1923403029,-87.5522258343,-1.18777687779,17.3246472539,0.0378,0.323966666667,0.0199555555556,0.0703888888889,0.510866666667,0.64302637314,0.791144444444,29.6026556254,16.9979133113,31.9666624259,26.6616904804,31.9666624259
29,6.73,1.69802487265,25.4416666667,224,0.0,22.2875,27.2556,2.17916666667,2012,18.2817302028,1727.34862973,-57.9359969145,27.0896821511,-85.0256790656,-0.995367603802,16.5155364307,0.039,0.323333333333,0.0201111111111,0.0710777777778,0.505933333333,0.639590661573,0.784988888889,29.5685139389,16.9649626926,32.2135611924,27.0218462546,32.2135611924
30,7.09,1.59163139082,24.5291666667,225,0.0,22.3666666667,26.3052,3.09583333333,2012,18.273598751,1821.44067964,-68.8838320227,28.8923784382,-97.7762104609,-0.985154519871,18.3008715403,0.0402,0.3227,0.0202666666667,0.0717666666667,0.501,0.636154950006,0.778833333333,29.5283047328,16.9302485244,32.6227076042,28.2925455822,32.6227076042
31,7.65,1.97518104203,26.9833333333,226,0.0,22.3791666667,25.7688,3.42083333333,2012,18.3707763907,1919.31260931,-56.8270533621,28.9655748246,-85.7926281867,-2.49819647749,18.6173988237,0.0414,0.322066666667,0.0204222222222,0.0724555555556,0.496066666667,0.632719238439,0.772677777778,29.4820280071,16.8937708068,34.1430540336,29.9702533642,34.1430540336
32,7.28,1.51908165432,24.2541666667,227,0.0,22.4,22.3056,4.55416666667,2012,16.3920577218,2556.87284334,-61.6058697197,32.5410135266,-94.1468832463,-3.04604383644,18.4756324671,0.0426,0.321433333333,0.0205777777778,0.0731444444444,0.491133333333,0.629283526871,0.766522222222,29.4296837618,16.8555295396,33.8032271475,30.6893823597,33.8032271475
33,6.91,1.04094392026,21.1666666667,228,0.0,22.0041666667,26.0604,5.14166666667,2012,18.5232656063,2886.50302101,-68.2243471761,33.3023137559,-101.526660932,0.951057154654,17.3014395594,0.0438,0.3208,0.0207333333333,0.0738333333333,0.4862,0.625847815304,0.760366666667,28.23,17.85,32.0250457282,28.4814447054,32.0250457282
34,6.95,1.14520703017,21.6375,229,0.0,21.7,26.73,5.00416666667,2012,17.7097231657,3067.82085249,-67.9504891419,33.9296999046,-101.880189047,-0.443757021621,17.1526729636,0.045,0.320166666667,0.0208888888889,0.0745222222222,0.481266666667,0.622412103737,0.754211111111,29.3067927126,16.7737563568,30.871625245,26.5310364162,30.871625245
35,7.53,1.29676435431,22.2,230,0.0,21.5666666667,26.4276,5.125,2012,17.2947792028,3139.54460163,-62.4983283139,35.0805941826,-97.5789224965,-1.53815817557,17.9787248177,0.0462,0.319533333333,0.0210444444444,0.0752111111111,0.476333333333,0.61897639217,0.748055555556,29.2362459086,16.7302244412,30.9992026953,27.0102349241,30.9992026953
36,7.51,1.52340364243,24.0416666667,231,0.0,21.6,23.1516,4.5,2012,16.4736172628,2152.39838945,-48.081979382,32.4243326205,-80.5063120025,-3.71421180524,17.0825171928,0.0474,0.3189,0.0212,0.0759,0.4714,0.615540680603,0.7419,29.159631585,16.684928976,32.9264023283,29.5294783621,32.9264023283
37,7.24,1.18473703274,21.5791666667,232,0.0,21.4583333333,26.8668,4.72916666667,2012,17.0995471845,2386.58021389,-68.9626658766,32.7834297437,-101.74609562,-0.94089765073,17.7712368281,0.0486,0.318266666667,0.0213555555556,0.0765888888889,0.466466666667,0.612104969036,0.735744444444,29.0769497419,16.6378699614,30.3114413297,25.9634208386,30.3114413297
38,6.43,1.19108706421,21.8875,233,0.0,21.375,26.334,3.1875,2012,16.8338509794,2280.24846453,-67.937609381,30.0020519517,-97.9396613327,0.297890040321,15.7605734391,0.0498,0.317633333333,0.0215111111111,0.0772777777778,0.461533333333,0.608669257469,0.729588888889,28.9882003792,16.5890473972,30.5612062741,26.0991880729,30.5612062741
39,6.54,1.07505800488,21.1166666667,234,0.0,21.35,25.92,3.62083333333,2012,15.4764417298,2331.18561682,-63.7548815796,32.1455566149,-95.9004381945,-0.797592956426,15.7069635701,0.051,0.317,0.0216666666667,0.0779666666667,0.4566,0.605233545902,0.723433333333,28.8933834969,16.5384612836,30.0870736219,25.7599166574,30.0870736219
40,6.21,0.940873677793,20.7833333333,235,0.0,21.275,26.01,3.72083333333,2012,16.7082847518,2344.89482222,-68.7491759473,31.4808992556,-100.230075203,0.839712389207,15.0791872439,0.0522,0.316366666667,0.0218222222222,0.0786555555556,0.451666666667,0.601797834334,0.717277777778,28.7924990951,16.4861116205,30.2914984831,25.876060552,30.2914984831
41,5.79,0.825289978512,20.0583333333,236,0.0,21.2833333333,25.776,3.175,2012,16.5620860555,2448.6085527,-74.1749496593,30.4884430127,-104.663392672,2.39739895568,12.7979058479,0.0534,0.315733333333,0.0219777777778,0.0793444444444,0.446733333333,0.598362122767,0.711122222222,27.91,16.05,30.1218335793,25.7869393227,30.1218335793
42,6.28,1.07303974216,20.55,237,0.0,21.1875,26.2404,3.14166666667,2012,16.5951881919,2585.03745971,-57.0515850368,31.1511983105,-88.2027833473,-0.0196267052043,13.6140250565,0.0546,0.3151,0.0221333333333,0.0800333333333,0.4418,0.5949264112,0.704966666667,28.5743677007,16.3761216457,29.7945354386,24.9869179363,29.7945354386
43,5.72,0.669461537687,17.8041666667,238,0.0,20.9291666667,25.0632,4.42083333333,2012,16.4457951948,2793.07719824,-53.4326685759,33.4816685533,-86.9143371292,2.28984750593,10.5580306967,0.0558,0.314466666667,0.0222888888889,0.0807222222222,0.436866666667,0.591490699633,0.698811111111,28.4608006443,16.3184813341,29.7098781021,25.8245837626,29.7098781021
44,5.82,0.66625194509,17.4875,239,0.0,20.5416666667,25.722,4.54583333333,2012,16.3044545695,2598.99981821,-51.9574310139,33.5359864481,-85.493417462,1.72594497626,10.0141039898,0.057,0.313833333333,0.0224444444444,0.0814111111111,0.431933333333,0.588054988066,0.692655555556,28.3448460045,16.259077473,28.7025917281,24.548690973,28.7025917281
45,5.45,1.03432391539,21.0458333333,240,0.0,20.55,25.8876,2.69583333333,2012,15.9383901098,2403.97311823,-55.1794950096,29.4307099662,-84.6102049758,0.892151102264,12.650222368,0.0582,0.3132,0.0226,0.0821,0.427,0.584619276499,0.6865,28.2265037812,16.1979100623,29.8363196336,25.2141903628,29.8363196336
46,6.57,1.33774818336,23.0416666667,241,0.0,20.9875,25.776,3.22916666667,2012,16.0323327827,2158.40825731,-52.6531689743,28.5204013844,-81.1735703587,-1.23113475617,13.3426894749,0.05835,0.311675,0.0227375,0.0821875,0.424625,0.58254538504,0.6844125,28.1057739744,16.1349791022,30.4845101501,25.7663311025,30.4845101501
47,5.88,1.36786551828,22.7166666667,242,0.0,21.0458333333,25.884,2.2125,2012,-1.36286910109,2018.92517493,-53.8182396276,29.1588357492,-82.9770753768,-1.30442276389,14.2063383637,0.0585,0.31015,0.022875,0.082275,0.42225,0.580471493582,0.682325,27.9826565842,16.0702845926,29.2585760424,25.6513498903,29.2585760424
48,6.24,1.34509030557,22.0333333333,243,0.0,21.3,25.3692,2.6625,2012,9.45929696249,2067.55887008,-50.3680426721,29.6117341285,-79.9797768006,-1.92496342203,13.6750237862,0.05865,0.308625,0.0230125,0.0823625,0.419875,0.578397602123,0.6802375,27.8571516106,16.0038265335,31.8799257857,25.6007058025,31.8799257857
49,5.05,0.474697923171,16.1,244,0.0,20.975,25.1136,3.82916666667,2012,15.4177533682,2292.24898533,-55.3669602111,31.8111345392,-87.1780947503,3.67222367779,8.68393084122,0.0588,0.3071,0.02315,0.08245,0.4175,0.576323710665,0.67815,29.15,15.11,27.9898050868,24.0679276683,27.9898050868
50,4.63,0.607963919482,17.2416666667,245,0.0,20.4875,24.3504,2.2125,2012,15.324590048,2089.08936935,-54.7116410462,29.0010604371,-83.7127014833,3.47397930693,9.19576801307,0.05895,0.305575,0.0232875,0.0825375,0.415125,0.574249819206,0.6760625,27.5989789129,15.8660897503,28.9163958332,26.0924349075,28.9163958332
51,5.3,1.17022758423,20.8375,246,0.0,20.6,24.7788,1.69583333333,2012,15.7689623096,1636.64141831,-48.9619883496,25.6859829855,-74.647971335,0.787468420496,11.4875232855,0.0591,0.30405,0.023425,0.082625,0.41275,0.572175927747,0.673975,27.4663111889,15.7957509933,30.1837213435,25.839827532,30.1837213435
52,5.48,1.33147870053,21.7166666667,247,0.0,20.7125,24.7824,1.525,2012,15.8222732167,1550.23034596,-48.5928783886,25.2589811726,-73.8518595612,0.04394253982,12.3125158958,0.05925,0.302525,0.0235625,0.0827125,0.410375,0.570102036289,0.6718875,27.3312558814,15.7245886539,30.6452861575,25.8942638524,30.6452861575
53,5.68,1.27975148131,21.5416666667,248,0.0,20.7833333333,24.21,2.62083333333,2012,15.0114363865,2150.78122959,-45.59173171,29.3058212784,-74.8975529884,-0.608667725234,12.1778392777,0.0594,0.301,0.0237,0.0828,0.408,0.56802814483,0.6698,27.1938129905,15.652602732,30.1500278745,25.3373645465,30.1500278745
54,4.54,0.918281856149,19.3333333333,249,0.0,20.6958333333,17.2476,3.375,2012,10.6056481779,2606.84588826,-38.1002876911,31.8368449115,-69.9371326025,-0.19294207759,9.30836733857,0.05955,0.299475,0.0238375,0.0828875,0.405625,0.565954253372,0.6677125,27.0539825161,15.5797932277,31.5598625108,29.0377739771,31.5598625108
55,5.34,0.901849617767,19.1916666667,250,0.0,20.6,22.356,3.95416666667,2012,14.4866678525,2710.02068829,-44.4268949118,33.4202613562,-77.847156268,0.741784657021,10.8459860466,0.0597,0.29795,0.023975,0.082975,0.40325,0.563880361913,0.665625,26.9117644583,15.506160141,30.7530257903,27.4056870098,30.7530257903
56,5.74,1.07456160716,19.8916666667,251,0.0,20.5125,22.8708,3.93333333333,2012,15.5497450957,2629.7370515,-48.0021636229,33.1611143835,-81.1632780064,0.448163998367,12.1474320288,0.05985,0.296425,0.0241125,0.0830625,0.400875,0.561806470454,0.6635375,26.767158817,15.4317034718,31.2636600075,28.2555585907,31.2636600075
57,6.16,1.07087586329,20.1375,252,0.0,20.5291666667,22.8132,4.5125,2012,14.8349936108,2278.21659336,-49.0051111104,34.7509487476,-83.756059858,-0.72114563948,12.0950290436,0.06,0.2949,0.02425,0.08315,0.3985,0.559732578996,0.66145,26.27,14.97,30.8572261822,27.3775308321,30.8572261822
58,6.16,1.10745037771,19.9833333333,253,0.0,20.3791666667,23.8212,4.17916666667,2012,14.4109779398,2064.12764247,-45.6709233369,33.0421025231,-78.71302586,-0.775251407222,11.3651838274,0.06015,0.293375,0.0243875,0.0832375,0.396125,0.557658687537,0.6593625,26.4770028914,15.2803193861,29.4701260447,25.4823624346,29.4701260447
59,5.11,1.04789905003,19.9625,254,0.0,20.325,23.6484,2.30833333333,2012,14.2573632787,2251.52608929,-47.1845597821,28.9027252877,-76.0872850699,0.675294883198,10.901691029,0.0603,0.29185,0.024525,0.083325,0.39375,0.555584796079,0.657275,26.3438888219,15.2033919696,29.3870211626,24.9625021012,29.3870211626
60,5.13,1.12071534911,20.9,255,0.0,20.4166666667,23.2056,2.53333333333,2012,13.895315084,2742.23694206,-40.9901815824,30.2885461085,-71.2787276909,-0.0711791466942,11.1071315046,0.06045,0.290325,0.0246625,0.0834125,0.391375,0.55351090462,0.6551875,26.2208233837,15.1256409707,29.8379745437,25.4893693487,29.8379745437
61,5.15,0.979470382003,20.4625,256,0.0,20.9791666667,22.5828,3.075,2012,14.1271013171,2598.97667551,-43.1109441814,30.969970269,-74.0809144503,1.1160418068,9.91036408793,0.0606,0.2888,0.0248,0.0835,0.389,0.551437013161,0.6531,26.1078065768,15.0470663893,30.3415348806,26.4394699313,30.3415348806
62,5.13,1.26800874896,23.1833333333,257,0.0,21.1333333333,21.3876,2.65416666667,2012,12.6019348156,1981.09506806,-38.3258321739,27.6864171567,-66.0122493307,-1.12292766834,10.8060873153,0.0608714285714,0.289771428571,0.0251,0.0844285714286,0.3901,0.548831014245,0.652785714286,26.0048384012,14.9676682255,31.8525863166,28.2906052266,31.8525863166
63,5.37,1.00335722135,20.7833333333,258,0.0,21.25,21.708,3.775,2012,13.2240697841,1841.22885134,-44.7791263429,31.5901795333,-76.3693058763,0.0262146062859,10.5425108167,0.0611428571429,0.290742857143,0.0254,0.0853571428571,0.3912,0.546225015329,0.652471428571,25.911918857,14.8874464793,30.9723211256,27.4297760364,30.9723211256
64,5.24,1.15153360135,20.4875,259,0.0,21.0041666667,22.6368,3.25,2012,13.5103692987,1526.60627664,-45.6576216834,27.8398817581,-73.4975034415,0.186172177184,10.8016374198,0.0614142857143,0.291714285714,0.0257,0.0862857142857,0.3923,0.543619016412,0.652157142857,25.829047944,14.8064011506,30.0436063767,25.7288068451,30.0436063767
65,5.15,1.21018490213,20.2291666667,260,0.0,20.8333333333,21.8736,2.62916666667,2012,13.2040722879,1487.3795603,-46.2287414448,27.0194551197,-73.2481965646,-0.131216381234,10.398089691,0.0616857142857,0.292685714286,0.026,0.0872142857143,0.3934,0.541013017496,0.651842857143,24.79,15.13,29.8415919078,25.690689534,29.8415919078
66,5.18,0.723931593445,17.5708333333,261,0.0,20.6041666667,21.9168,5.5375,2012,13.0140827859,1840.60078001,-41.9857408225,32.2970231249,-74.2827639474,0.780202094924,9.21399329261,0.0619571428571,0.293657142857,0.0263,0.0881428571429,0.3945,0.53840701858,0.651528571429,25.693452012,14.641839746,29.1524148971,25.5199421111,29.1524148971
67,5.0,0.73873231121,17.0958333333,262,0.0,20.2708333333,21.8448,5.21666666667,2012,12.6302126473,1929.61677154,-38.7022693254,31.9197371398,-70.6220064652,0.748905290073,8.97195570011,0.0622285714286,0.294628571429,0.0266,0.0890714285714,0.3956,0.535801019663,0.651214285714,25.6407269929,14.55832367,28.6181616474,24.7413824082,28.6181616474
68,4.96,0.788119540247,18.1416666667,263,0.0,20.1875,21.8448,4.36666666667,2012,12.5521286121,1741.56228754,-42.8189382834,31.6034164687,-74.4223547521,0.55762102563,8.96248753602,0.0625,0.2956,0.0269,0.09,0.3967,0.533195020747,0.6509,25.5980506052,14.4739840116,28.8193037497,24.9105547086,28.8193037497
69,5.08,0.970320434157,19.0541666667,264,0.0,20.1916666667,21.5208,3.80416666667,2012,12.4352822467,1857.28633854,-43.4853866877,31.3996059366,-74.8849926243,-0.101009114452,9.66674287908,0.0634076923077,0.3013,0.0279769230769,0.0926,0.403830769231,0.530509065991,0.652007692308,25.5654228487,14.3888207708,29.2802251707,25.4728448729,29.2802251707
70,4.77,1.21776214551,20.7833333333,265,0.0,20.3541666667,19.656,2.8375,2012,11.4887827786,1741.60112796,-39.3897865508,28.410166304,-67.7999528548,-0.858042250331,9.46182959831,0.0643153846154,0.307,0.0290538461538,0.0952,0.410961538462,0.527823111234,0.653115384615,25.5428437236,14.3028339475,30.3312232092,26.5449698481,30.3312232092
71,4.64,1.27422764474,21.4,266,0.0,20.4708333333,21.0852,1.88333333333,2012,12.8592516617,1585.79783892,-33.368970483,26.016115119,-59.385085602,0.166169153944,9.43264956853,0.0652230769231,0.3127,0.0301307692308,0.0978,0.418092307692,0.525137156478,0.654223076923,25.5303132298,14.2160235418,30.6816244362,26.9052986976,30.6816244362
72,4.53,1.29715150254,21.0875,267,0.0,20.5958333333,17.9748,2.0875,2012,10.7521154285,1898.77436282,-31.6638522853,27.5343289708,-59.1981812561,-1.04846308367,8.96126091423,0.0661307692308,0.3184,0.0312076923077,0.1004,0.425223076923,0.522451201722,0.655330769231,25.5278313672,14.1283895536,30.3993961919,26.7259478373,30.3993961919
73,4.43,0.900557777344,19.2333333333,268,0.0,20.4416666667,20.5632,3.0625,2012,11.7735983275,2275.1822254,-34.5461001451,31.5876121875,-66.1337123326,0.70837170349,8.44811582141,0.0670384615385,0.3241,0.0322846153846,0.103,0.432353846154,0.519765246966,0.656438461538,26.17,13.83,29.3494375471,25.770166962,29.3494375471
74,4.73,1.04169106281,20.6833333333,269,0.0,20.4583333333,19.5084,3.01666666667,2012,10.8721738651,2707.6453976,-33.1449097797,31.2411099531,-64.3860197328,-0.786526612404,9.09009257427,0.0679461538462,0.3298,0.0333615384615,0.1056,0.439484615385,0.51707929221,0.657546153846,25.5530135361,13.95065083,30.0370114053,26.2279401945,30.0370114053
75,4.07,0.808338112166,19.0541666667,270,0.0,20.4583333333,19.5372,2.24166666667,2012,11.5732072348,2481.71159154,-29.4379474305,30.8641195349,-60.3020669654,1.15008158703,7.92062068866,0.0688538461538,0.3355,0.0344384615385,0.1082,0.446615384615,0.514393337453,0.658653846154,25.5806775675,13.8605460946,29.9810783242,26.6382459406,29.9810783242
76,4.39,1.04778768045,21.3916666667,271,0.0,20.5375,19.5624,2.3,2012,11.6185138077,1976.85079824,-22.7612669196,29.9289238047,-52.6901907244,-0.331865739177,8.54154037771,0.0697615384615,0.3412,0.0355153846154,0.1108,0.453746153846,0.511707382697,0.659761538462,25.6183902302,13.7696177767,31.0865326486,26.8967435244,31.0865326486
77,4.93,0.793788209695,19.2208333333,272,0.0,20.6125,19.3428,4.77916666667,2012,11.3229943961,2101.26806406,-26.3163929507,33.9523413017,-60.2687342523,0.26013291094,7.80985307247,0.0706692307692,0.3469,0.0365923076923,0.1134,0.460876923077,0.509021427941,0.660869230769,25.6661515242,13.6778658763,30.1352510855,25.9381865556,30.1352510855
