,PET,VPD,air_temp,doy,precip,soil_temp,sw_in,wind_speed,year,wp_RNET,wp_ch4_gf,wp_co2_gf,wp_er,wp_gpp,wp_h,wp_le,wp_bnd1,wp_bnd2,wp_bnd3,wp_bnd7,wp_evi,wp_lswi2,wp_ndvi,wp_LST.day,wp_LST.night,LW_IN.wp,LW_IN.si,LW_IN
10,7.08,0.917496651,20.75,205,0.0,22.5375,29.0916,4.4375,2012,20.0090875917,1432.13893595,-63.1494241138,30.2131514168,-93.3625755307,2.39441759802,15.3815311139,0.0497125,0.327475,0.025625,0.10135,0.484259505796,0.526976790805,0.736150233055,29.7757761838,17.2894574833,31.0771584639,26.6823869233,31.0771584639
11,5.52,0.83728050367,19.6708333333,206,0.0,22.025,22.0896,4.425,2012,19.6870357383,1817.93275736,-69.0178780693,29.8214497704,-98.8393278398,2.50229085992,15.3468442563,0.049425,0.33135,0.02525,0.0993,0.489728587401,0.5382627151,0.739966419001,29.6926966125,17.2882507556,29.6482451466,24.9068584605,29.6482451466
12,6.01,0.78945539274,19.2958333333,207,0.0,21.7708333333,23.9292,4.85416666667,2012,19.4724136783,1833.20351487,-69.7297627436,30.0758069849,-99.8055697285,2.24788305758,14.456041838,0.0491375,0.335225,0.024875,0.09725,0.495197669005,0.549548639395,0.743782604947,29.6278807888,17.2852804784,29.7567776096,25.3043102877,29.7567776096
13,5.93,0.655890074224,17.825,208,0.0,21.4666666667,24.1416,5.675,2012,19.5133784725,1821.33909247,-70.4072625587,29.0510415823,-99.4583041411,3.21298099049,12.4999899928,0.04885,0.3391,0.0245,0.0952,0.50066675061,0.56083456369,0.747598790892,29.5813287128,17.2805466517,28.8819728451,24.3547955516,28.8819728451
14,6.49,0.814489375157,19.2666666667,209,0.0,21.2041666667,27.5184,4.75416666667,2012,19.4399758175,1853.52281563,-71.9727945299,29.7311293473,-101.703923877,2.34252437603,14.6387156911,0.0485625,0.342975,0.024125,0.09315,0.506135832214,0.572120487985,0.751414976838,29.5530403844,17.2740492755,29.4092447788,24.6753112435,29.4092447788
15,6.83,0.953595871195,20.3791666667,210,0.0,21.325,28.422,3.78333333333,2012,19.2256204219,1848.63525211,-66.7405537854,31.121072032,-97.8616258174,1.35780562528,15.4366477676,0.048275,0.34685,0.02375,0.0911,0.511604913819,0.58340641228,0.755231162784,29.5430158038,17.2657883497,29.6560243565,24.9905546076,29.6560243565
16,6.7,1.08096613897,21.4666666667,211,0.0,21.475,28.4184,3.47916666667,2012,19.0767322915,1877.65619075,-67.3190397677,30.9937740666,-98.3128138343,1.38420956125,15.6316080363,0.0479875,0.350725,0.023375,0.08905,0.517073995423,0.594692336575,0.75904734873,29.5512549708,17.2557638745,29.9457263954,25.111793784,29.9457263954
17,6.65,1.40191486971,23.5416666667,212,0.0,21.7291666667,28.6956,2.05833333333,2012,19.7395479013,1611.08798442,-62.0434799549,28.3746459185,-90.4181258734,0.548144298192,16.058261588,0.0477,0.3546,0.023,0.087,0.522543077028,0.60597826087,0.762863534676,30.47,17.67,31.1257919661,26.0735378551,31.1257919661
18,6.97,1.4352828649,24.2041666667,213,0.0,22.1666666667,28.3356,2.40833333333,2012,19.3125182446,1781.52465528,-58.2075105694,29.5066485977,-87.7141591671,-0.0215400542797,17.0461727629,0.048175,0.3572,0.023175,0.0864125,0.524641437238,0.610277952261,0.762346304952,29.6103589143,17.2304242756,31.1549998559,26.0124468257,31.1549998559
19,6.99,1.3343299968,22.8125,214,0.0,22.1375,28.7964,2.64583333333,2012,19.0922277184,2210.61964689,-54.612742426,32.7087528595,-87.3214952855,-0.197129812248,16.65797948,0.04865,0.3598,0.02335,0.085825,0.526739797447,0.614577643653,0.761829075228,29.6368924235,17.2151091519,30.0604797451,24.6842235099,30.0604797451
20,6.88,1.36622419598,23.05,215,0.0,22.1,28.4076,2.6,2012,19.171193202,2455.07410019,-53.5186521624,31.6580404337,-85.1766925961,-0.0696143075011,16.2671946965,0.049125,0.3624,0.023525,0.0852375,0.528838157657,0.618877335045,0.761311845504,29.6573584131,17.1980304787,30.4706167619,25.2677920084,30.4706167619
21,6.85,0.995313101448,20.7083333333,216,0.0,22.0875,27.8028,4.07916666667,2012,18.2003886145,2561.2609447,-69.2379554725,33.6485903717,-102.886545844,0.981567033897,16.8241363051,0.0496,0.365,0.0237,0.08465,0.530936517867,0.623177026437,0.76079461578,29.6717568832,17.179188256,30.1577115939,25.4492702509,30.1577115939
22,3.75,0.47111037067,17.0208333333,217,0.0,21.4833333333,15.318,5.04583333333,2012,11.1318058137,1769.4608848,-51.7780421561,31.5359908917,-83.3140330478,1.03080956574,7.75065741961,0.050075,0.3676,0.023875,0.0840625,0.533034878076,0.627476717828,0.760277386056,29.6800878336,17.1585824838,31.1525532141,29.1998453951,31.1525532141
23,6.24,0.631345887818,19.1416666667,218,0.0,21.0875,27.3816,5.48333333333,2012,18.8943508225,1619.34420056,-84.48371735,31.0729478854,-115.556665235,3.32593821224,13.0806237599,0.05055,0.3702,0.02405,0.083475,0.535133238286,0.63177640922,0.759760156332,29.6823512645,17.1362131622,30.2731869281,26.3482271817,30.2731869281
24,6.65,1.08806050812,21.3083333333,219,0.0,21.1666666667,28.152,4.1625,2012,18.5861274112,1670.08557155,-69.2567269196,31.0062783262,-100.263005246,0.709007270055,15.9057578322,0.051025,0.3728,0.024225,0.0828875,0.537231598496,0.636076100612,0.759242926608,29.6785471759,17.112080291,30.1270765935,25.3732734767,30.1270765935
25,7.43,1.33629093391,22.8958333333,220,0.0,21.4833333333,28.0296,3.875,2012,18.5742314109,1683.99302706,-63.364070824,32.6449387236,-96.0090095476,-1.07232490813,17.8541834456,0.0515,0.3754,0.0244,0.0823,0.539329958705,0.640375792003,0.758725696885,30.55,16.75,30.5857887892,25.7171509477,30.5857887892
26,6.99,1.6298505267,24.4916666667,221,0.0,21.6083333333,28.368,2.73333333333,2012,18.3916128252,1487.776839,-62.5829920724,28.5049068503,-91.0878989227,-0.675483059004,17.3273590434,0.05215,0.3768125,0.02465,0.0826375,0.539364168442,0.640278998202,0.756916107913,29.6527364398,17.0585239001,30.8827338477,25.2978143272,30.8827338477
27,6.8,1.69626082389,25.4166666667,222,0.0,21.9291666667,27.81,2.1625,2012,18.4150554568,1538.13100859,-60.8002022623,26.9279905252,-87.7281927875,-0.863307522487,17.4236221523,0.0528,0.378225,0.0249,0.082975,0.539398378179,0.640182204401,0.755106518942,29.6307297924,17.0291003804,31.8243092288,26.3845657831,31.8243092288
28,7.04,1.76353351186,26.1125,223,0.0,22.2833333333,27.7956,2.52083333333,2012,18.3427364344,1509.96545184,-60.3598855313,27.1923403029,-87.5522258343,-1.18777687779,17.3246472539,0.05345,0.3796375,0.02515,0.0833125,0.539432587916,0.6400854106,0.753296929971,29.6026556254,16.9979133113,31.9666624259,26.6616904804,31.9666624259
29,6.73,1.69802487265,25.4416666667,224,0.0,22.2875,27.2556,2.17916666667,2012,18.2817302028,1727.34862973,-57.9359969145,27.0896821511,-85.0256790656,-0.995367603802,16.5155364307,0.0541,0.38105,0.0254,0.08365,0.539466797653,0.639988616799,0.751487341,29.5685139389,16.9649626926,32.2135611924,27.0218462546,32.2135611924
30,7.09,1.59163139082,24.5291666667,225,0.0,22.3666666667,26.3052,3.09583333333,2012,18.273598751,1821.44067964,-68.8838320227,28.8923784382,-97.7762104609,-0.985154519871,18.3008715403,0.05475,0.3824625,0.02565,0.0839875,0.53950100739,0.639891822998,0.749677752029,29.5283047328,16.9302485244,32.6227076042,28.2925455822,32.6227076042
31,7.65,1.97518104203,26.9833333333,226,0.0,22.3791666667,25.7688,3.42083333333,2012,18.3707763907,1919.31260931,-56.8270533621,28.9655748246,-85.7926281867,-2.49819647749,18.6173988237,0.0554,0.383875,0.0259,0.084325,0.539535217127,0.639795029197,0.747868163057,29.4820280071,16.8937708068,34.1430540336,29.9702533642,34.1430540336
32,7.28,1.51908165432,24.2541666667,227,0.0,22.4,22.3056,4.55416666667,2012,16.3920577218,2556.87284334,-61.6058697197,32.5410135266,-94.1468832463,-3.04604383644,18.4756324671,0.05605,0.3852875,0.02615,0.0846625,0.539569426864,0.639698235395,0.746058574086,29.4296837618,16.8555295396,33.8032271475,30.6893823597,33.8032271475
33,6.91,1.04094392026,21.1666666667,228,0.0,22.0041666667,26.0604,5.14166666667,2012,18.5232656063,2886.50302101,-68.2243471761,33.3023137559,-101.526660932,0.951057154654,17.3014395594,0.0567,0.3867,0.0264,0.085,0.539603636601,0.639601441594,0.744248985115,28.23,17.85,32.0250457282,28.4814447054,32.0250457282
34,6.95,1.14520703017,21.6375,229,0.0,21.7,26.73,5.00416666667,2012,17.7097231657,3067.82085249,-67.9504891419,33.9296999046,-101.880189047,-0.443757021621,17.1526729636,0.056975,0.3857375,0.0264625,0.0850625,0.537505320007,0.638634038575,0.742591463254,29.3067927126,16.7737563568,30.871625245,26.5310364162,30.871625245
35,7.53,1.29676435431,22.2,230,0.0,21.5666666667,26.4276,5.125,2012,17.2947792028,3139.54460163,-62.4983283139,35.0805941826,-97.5789224965,-1.53815817557,17.9787248177,0.05725,0.384775,0.026525,0.085125,0.535407003412,0.637666635555,0.740933941394,29.2362459086,16.7302244412,30.9992026953,27.0102349241,30.9992026953
36,7.51,1.52340364243,24.0416666667,231,0.0,21.6,23.1516,4.5,2012,16.4736172628,2152.39838945,-48.081979382,32.4243326205,-80.5063120025,-3.71421180524,17.0825171928,0.057525,0.3838125,0.0265875,0.0851875,0.533308686818,0.636699232536,0.739276419533,29.159631585,16.684928976,32.9264023283,29.5294783621,32.9264023283
37,7.24,1.18473703274,21.5791666667,232,0.0,21.4583333333,26.8668,4.72916666667,2012,17.0995471845,2386.58021389,-68.9626658766,32.7834297437,-101.74609562,-0.94089765073,17.7712368281,0.0578,0.38285,0.02665,0.08525,0.531210370223,0.635731829516,0.737618897673,29.0769497419,16.6378699614,30.3114413297,25.9634208386,30.3114413297
38,6.43,1.19108706421,21.8875,233,0.0,21.375,26.334,3.1875,2012,16.8338509794,2280.24846453,-67.937609381,30.0020519517,-97.9396613327,0.297890040321,15.7605734391,0.058075,0.3818875,0.0267125,0.0853125,0.529112053629,0.634764426497,0.735961375812,28.9882003792,16.5890473972,30.5612062741,26.0991880729,30.5612062741
39,6.54,1.07505800488,21.1166666667,234,0.0,21.35,25.92,3.62083333333,2012,15.4764417298,2331.18561682,-63.7548815796,32.1455566149,-95.9004381945,-0.797592956426,15.7069635701,0.05835,0.380925,0.026775,0.085375,0.527013737034,0.633797023477,0.734303853952,28.8933834969,16.5384612836,30.0870736219,25.7599166574,30.0870736219
40,6.21,0.940873677793,20.7833333333,235,0.0,21.275,26.01,3.72083333333,2012,16.7082847518,2344.89482222,-68.7491759473,31.4808992556,-100.230075203,0.839712389207,15.0791872439,0.058625,0.3799625,0.0268375,0.0854375,0.524915420439,0.632829620458,0.732646332091,28.7924990951,16.4861116205,30.2914984831,25.876060552,30.2914984831
41,5.79,0.825289978512,20.0583333333,236,0.0,21.2833333333,25.776,3.175,2012,16.5620860555,2448.6085527,-74.1749496593,30.4884430127,-104.663392672,2.39739895568,12.7979058479,0.0589,0.379,0.0269,0.0855,0.522817103845,0.631862217438,0.730988810231,27.91,16.05,30.1218335793,25.7869393227,30.1218335793
42,6.28,1.07303974216,20.55,237,0.0,21.1875,26.2404,3.14166666667,2012,16.5951881919,2585.03745971,-57.0515850368,31.1511983105,-88.2027833473,-0.0196267052043,13.6140250565,0.05925,0.3768625,0.027075,0.08575,0.519189807131,0.629203427797,0.728201139075,28.5743677007,16.3761216457,29.7945354386,24.9869179363,29.7945354386
43,5.72,0.669461537687,17.8041666667,238,0.0,20.9291666667,25.0632,4.42083333333,2012,16.4457951948,2793.07719824,-53.4326685759,33.4816685533,-86.9143371292,2.28984750593,10.5580306967,0.0596,0.374725,0.02725,0.086,0.515562510418,0.626544638156,0.725413467918,28.4608006443,16.3184813341,29.7098781021,25.8245837626,29.7098781021
44,5.82,0.66625194509,17.4875,239,0.0,20.5416666667,25.722,4.54583333333,2012,16.3044545695,2598.99981821,-51.9574310139,33.5359864481,-85.493417462,1.72594497626,10.0141039898,0.05995,0.3725875,0.027425,0.08625,0.511935213705,0.623885848516,0.722625796762,28.3448460045,16.259077473,28.7025917281,24.548690973,28.7025917281
45,5.45,1.03432391539,21.0458333333,240,0.0,20.55,25.8876,2.69583333333,2012,15.9383901098,2403.97311823,-55.1794950096,29.4307099662,-84.6102049758,0.892151102264,12.650222368,0.0603,0.37045,0.0276,0.0865,0.508307916991,0.621227058875,0.719838125606,28.2265037812,16.1979100623,29.8363196336,25.2141903628,29.8363196336
46,6.57,1.33774818336,23.0416666667,241,0.0,20.9875,25.776,3.22916666667,2012,16.0323327827,2158.40825731,-52.6531689743,28.5204013844,-81.1735703587,-1.23113475617,13.3426894749,0.06065,0.3683125,0.027775,0.08675,0.504680620278,0.618568269234,0.71705045445,28.1057739744,16.1349791022,30.4845101501,25.7663311025,30.4845101501
47,5.88,1.36786551828,22.7166666667,242,0.0,21.0458333333,25.884,2.2125,2012,-1.36286910109,2018.92517493,-53.8182396276,29.1588357492,-82.9770753768,-1.30442276389,14.2063383637,0.061,0.366175,0.02795,0.087,0.501053323565,0.615909479593,0.714262783294,27.9826565842,16.0702845926,29.2585760424,25.6513498903,29.2585760424
48,6.24,1.34509030557,22.0333333333,243,0.0,21.3,25.3692,2.6625,2012,9.45929696249,2067.55887008,-50.3680426721,29.6117341285,-79.9797768006,-1.92496342203,13.6750237862,0.06135,0.3640375,0.028125,0.08725,0.497426026851,0.613250689952,0.711475112138,27.8571516106,16.0038265335,31.8799257857,25.6007058025,31.8799257857
49,5.05,0.474697923171,16.1,244,0.0,20.975,25.1136,3.82916666667,2012,15.4177533682,2292.24898533,-55.3669602111,31.8111345392,-87.1780947503,3.67222367779,8.68393084122,0.0617,0.3619,0.0283,0.0875,0.493798730138,0.610591900312,0.708687440982,29.15,15.11,27.9898050868,24.0679276683,27.9898050868
50,4.63,0.607963919482,17.2416666667,245,0.0,20.4875,24.3504,2.2125,2012,15.324590048,2089.08936935,-54.7116410462,29.0010604371,-83.7127014833,3.47397930693,9.19576801307,0.062325,0.361,0.028525,0.0882125,0.490930116186,0.607247372473,0.705531031505,27.5989789129,15.8660897503,28.9163958332,26.0924349075,28.9163958332
51,5.3,1.17022758423,20.8375,246,0.0,20.6,24.7788,1.69583333333,2012,15.7689623096,1636.64141831,-48.9619883496,25.6859829855,-74.647971335,0.787468420496,11.4875232855,0.06295,0.3601,0.02875,0.088925,0.488061502235,0.603902844635,0.702374622027,27.4663111889,15.7957509933,30.1837213435,25.839827532,30.1837213435
52,5.48,1.33147870053,21.7166666667,247,0.0,20.7125,24.7824,1.525,2012,15.8222732167,1550.23034596,-48.5928783886,25.2589811726,-73.8518595612,0.04394253982,12.3125158958,0.063575,0.3592,0.028975,0.0896375,0.485192888284,0.600558316797,0.69921821255,27.3312558814,15.7245886539,30.6452861575,25.8942638524,30.6452861575
53,5.68,1.27975148131,21.5416666667,248,0.0,20.7833333333,24.21,2.62083333333,2012,15.0114363865,2150.78122959,-45.59173171,29.3058212784,-74.8975529884,-0.608667725234,12.1778392777,0.0642,0.3583,0.0292,0.09035,0.482324274332,0.597213788959,0.696061803073,27.1938129905,15.652602732,30.1500278745,25.3373645465,30.1500278745
54,4.54,0.918281856149,19.3333333333,249,0.0,20.6958333333,17.2476,3.375,2012,10.6056481779,2606.84588826,-38.1002876911,31.8368449115,-69.9371326025,-0.19294207759,9.30836733857,0.064825,0.3574,0.029425,0.0910625,0.479455660381,0.593869261121,0.692905393596,27.0539825161,15.5797932277,31.5598625108,29.0377739771,31.5598625108
55,5.34,0.901849617767,19.1916666667,250,0.0,20.6,22.356,3.95416666667,2012,14.4866678525,2710.02068829,-44.4268949118,33.4202613562,-77.847156268,0.741784657021,10.8459860466,0.06545,0.3565,0.02965,0.091775,0.476587046429,0.590524733283,0.689748984118,26.9117644583,15.506160141,30.7530257903,27.4056870098,30.7530257903
56,5.74,1.07456160716,19.8916666667,251,0.0,20.5125,22.8708,3.93333333333,2012,15.5497450957,2629.7370515,-48.0021636229,33.1611143835,-81.1632780064,0.448163998367,12.1474320288,0.066075,0.3556,0.029875,0.0924875,0.473718432478,0.587180205445,0.686592574641,26.767158817,15.4317034718,31.2636600075,28.2555585907,31.2636600075
57,6.16,1.07087586329,20.1375,252,0.0,20.5291666667,22.8132,4.5125,2012,14.8349936108,2278.21659336,-49.0051111104,34.7509487476,-83.756059858,-0.72114563948,12.0950290436,0.0667,0.3547,0.0301,0.0932,0.470849818527,0.583835677607,0.683436165164,26.27,14.97,30.8572261822,27.3775308321,30.8572261822
58,6.16,1.10745037771,19.9833333333,253,0.0,20.3791666667,23.8212,4.17916666667,2012,14.4109779398,2064.12764247,-45.6709233369,33.0421025231,-78.71302586,-0.775251407222,11.3651838274,0.068075,0.3541375,0.0308,0.09465,0.466980999599,0.578273800323,0.677610523929,26.4770028914,15.2803193861,29.4701260447,25.4823624346,29.4701260447
59,5.11,1.04789905003,19.9625,254,0.0,20.325,23.6484,2.30833333333,2012,14.2573632787,2251.52608929,-47.1845597821,28.9027252877,-76.0872850699,0.675294883198,10.901691029,0.06945,0.353575,0.0315,0.0961,0.463112180671,0.57271192304,0.671784882695,26.3438888219,15.2033919696,29.3870211626,24.9625021012,29.3870211626
60,5.13,1.12071534911,20.9,255,0.0,20.4166666667,23.2056,2.53333333333,2012,13.895315084,2742.23694206,-40.9901815824,30.2885461085,-71.2787276909,-0.0711791466942,11.1071315046,0.070825,0.3530125,0.0322,0.09755,0.459243361743,0.567150045757,0.665959241461,26.2208233837,15.1256409707,29.8379745437,25.4893693487,29.8379745437
61,5.15,0.979470382003,20.4625,256,0.0,20.9791666667,22.5828,3.075,2012,14.1271013171,2598.97667551,-43.1109441814,30.969970269,-74.0809144503,1.1160418068,9.91036408793,0.0722,0.35245,0.0329,0.099,0.455374542815,0.561588168474,0.660133600226,26.1078065768,15.0470663893,30.3415348806,26.4394699313,30.3415348806
62,5.13,1.26800874896,23.1833333333,257,0.0,21.1333333333,21.3876,2.65416666667,2012,12.6019348156,1981.09506806,-38.3258321739,27.6864171567,-66.0122493307,-1.12292766834,10.8060873153,0.073575,0.3518875,0.0336,0.10045,0.451505723887,0.55602629119,0.654307958992,26.0048384012,14.9676682255,31.8525863166,28.2906052266,31.8525863166
63,5.37,1.00335722135,20.7833333333,258,0.0,21.25,21.708,3.775,2012,13.2240697841,1841.22885134,-44.7791263429,31.5901795333,-76.3693058763,0.0262146062859,10.5425108167,0.07495,0.351325,0.0343,0.1019,0.447636904959,0.550464413907,0.648482317757,25.911918857,14.8874464793,30.9723211256,27.4297760364,30.9723211256
64,5.24,1.15153360135,20.4875,259,0.0,21.0041666667,22.6368,3.25,2012,13.5103692987,1526.60627664,-45.6576216834,27.8398817581,-73.4975034415,0.186172177184,10.8016374198,0.076325,0.3507625,0.035,0.10335,0.443768086031,0.544902536624,0.642656676523,25.829047944,14.8064011506,30.0436063767,25.7288068451,30.0436063767
65,5.15,1.21018490213,20.2291666667,260,0.0,20.8333333333,21.8736,2.62916666667,2012,13.2040722879,1487.3795603,-46.2287414448,27.0194551197,-73.2481965646,-0.131216381234,10.398089691,0.0777,0.3502,0.0357,0.1048,0.439899267104,0.539340659341,0.636831035289,24.79,15.13,29.8415919078,25.690689534,29.8415919078
66,5.18,0.723931593445,17.5708333333,261,0.0,20.6041666667,21.9168,5.5375,2012,13.0140827859,1840.60078001,-41.9857408225,32.2970231249,-74.2827639474,0.780202094924,9.21399329261,0.0784625,0.3486625,0.0362875,0.1064875,0.43655148283,0.532094054564,0.632547288673,25.693452012,14.641839746,29.1524148971,25.5199421111,29.1524148971
67,5.0,0.73873231121,17.0958333333,262,0.0,20.2708333333,21.8448,5.21666666667,2012,12.6302126473,1929.61677154,-38.7022693254,31.9197371398,-70.6220064652,0.748905290073,8.97195570011,0.079225,0.347125,0.036875,0.108175,0.433203698556,0.524847449788,0.628263542058,25.6407269929,14.55832367,28.6181616474,24.7413824082,28.6181616474
68,4.96,0.788119540247,18.1416666667,263,0.0,20.1875,21.8448,4.36666666667,2012,12.5521286121,1741.56228754,-42.8189382834,31.6034164687,-74.4223547521,0.55762102563,8.96248753602,0.0799875,0.3455875,0.0374625,0.1098625,0.429855914282,0.517600845012,0.623979795443,25.5980506052,14.4739840116,28.8193037497,24.9105547086,28.8193037497
69,5.08,0.970320434157,19.0541666667,264,0.0,20.1916666667,21.5208,3.80416666667,2012,12.4352822467,1857.28633854,-43.4853866877,31.3996059366,-74.8849926243,-0.101009114452,9.66674287908,0.08075,0.34405,0.03805,0.11155,0.426508130008,0.510354240236,0.619696048828,25.5654228487,14.3888207708,29.2802251707,25.4728448729,29.2802251707
70,4.77,1.21776214551,20.7833333333,265,0.0,20.3541666667,19.656,2.8375,2012,11.4887827786,1741.60112796,-39.3897865508,28.410166304,-67.7999528548,-0.858042250331,9.46182959831,0.0815125,0.3425125,0.0386375,0.1132375,0.423160345734,0.50310763546,0.615412302212,25.5428437236,14.3028339475,30.3312232092,26.5449698481,30.3312232092
71,4.64,1.27422764474,21.4,266,0.0,20.4708333333,21.0852,1.88333333333,2012,12.8592516617,1585.79783892,-33.368970483,26.016115119,-59.385085602,0.166169153944,9.43264956853,0.082275,0.340975,0.039225,0.114925,0.41981256146,0.495861030683,0.611128555597,25.5303132298,14.2160235418,30.6816244362,26.9052986976,30.6816244362
72,4.53,1.29715150254,21.0875,267,0.0,20.5958333333,17.9748,2.0875,2012,10.7521154285,1898.77436282,-31.6638522853,27.5343289708,-59.1981812561,-1.04846308367,8.96126091423,0.0830375,0.3394375,0.0398125,0.1166125,0.416464777186,0.488614425907,0.606844808982,25.5278313672,14.1283895536,30.3993961919,26.7259478373,30.3993961919
73,4.43,0.900557777344,19.2333333333,268,0.0,20.4416666667,20.5632,3.0625,2012,11.7735983275,2275.1822254,-34.5461001451,31.5876121875,-66.1337123326,0.70837170349,8.44811582141,0.0838,0.3379,0.0404,0.1183,0.413116992911,0.481367821131,0.602561062367,26.17,13.83,29.3494375471,25.770166962,29.3494375471
74,4.73,1.04169106281,20.6833333333,269,0.0,20.4583333333,19.5084,3.01666666667,2012,10.8721738651,2707.6453976,-33.1449097797,31.2411099531,-64.3860197328,-0.786526612404,9.09009257427,0.084225,0.3360625,0.04025,0.1193375,0.4089844546,0.475832236998,0.599122021189,25.5530135361,13.95065083,30.0370114053,26.2279401945,30.0370114053
75,4.07,0.808338112166,19.0541666667,270,0.0,20.4583333333,19.5372,2.24166666667,2012,11.5732072348,2481.71159154,-29.4379474305,30.8641195349,-60.3020669654,1.15008158703,7.92062068866,0.08465,0.334225,0.0401,0.120375,0.404851916289,0.470296652865,0.595682980011,25.5806775675,13.8605460946,29.9810783242,26.6382459406,29.9810783242
76,4.39,1.04778768045,21.3916666667,271,0.0,20.5375,19.5624,2.3,2012,11.6185138077,1976.85079824,-22.7612669196,29.9289238047,-52.6901907244,-0.331865739177,8.54154037771,0.085075,0.3323875,0.03995,0.1214125,0.400719377978,0.464761068732,0.592243938833,25.6183902302,13.7696177767,31.0865326486,26.8967435244,31.0865326486
77,4.93,0.793788209695,19.2208333333,272,0.0,20.6125,19.3428,4.77916666667,2012,11.3229943961,2101.26806406,-26.3163929507,33.9523413017,-60.2687342523,0.26013291094,7.80985307247,0.0855,0.33055,0.0398,0.12245,0.396586839666,0.459225484598,0.588804897655,25.6661515242,13.6778658763,30.1352510855,25.9381865556,30.1352510855
78,4.34,1.04819513727,20.7583333333,273,0.0,20.3916666667,19.332,2.80833333333,2012,11.1983461673,1577.75215316,-28.0044811641,29.5302709178,-57.5347520819,0.484657498169,8.22158080031,0.085925,0.3287125,0.03965,0.1234875,0.392454301355,0.453689900465,0.585365856477,25.7239614495,13.5852903936,30.5921176006,26.1597831543,30.5921176006
